,question_id,parsed_title,parsed_body_ques,parsed_body_ans,category,tutorial,keyword
6292,2168.0,other types of plots,"not able to execute cat command and loadtxt. i hadsame issue in basic video 8(loading dat from file).in [45]: %pylabusing matplotlib backend: tkaggpopulating the interactive namespace from numpy and matplotlibin [46]: cat company-a-dat.txt  file ""<ipython-input-46-e95588f4945f>"", line 1    cat company-a-dat.txt              ^syntaxerror: invalid syntaxin [47]: cat company-a-data.txt  file ""<ipython-input-47-37dbbe0090a4>"", line 1    cat company-a-data.txt              ^syntaxerror: invalid syntaxin [48]: cat company-a-data.txt  file ""<ipython-input-48-37dbbe0090a4>"", line 1    cat company-a-data.txt              ^syntaxerror: invalid syntaxin [49]: cat company-a-data.txt  file ""<ipython-input-49-37dbbe0090a4>"", line 1    cat company-a-data.txt              ^syntaxerror: invalid syntaxin [50]: year,profit=loadtxt('company-a-dat.txt)  file ""<ipython-input-50-6c82ded6f088>"", line 1    year,profit=loadtxt('company-a-dat.txt)                                           ^syntaxerror: eol while scanning string literalin [51]: year,profit=loadtxt('company-a-dat.txt')---------------------------------------------------------------------------oserror                                   traceback (most recent call last)<ipython-input-51-9d4241c7c624> in <module>----> 1 year,profit=loadtxt('company-a-dat.txt')c:\users\admin\appdata\local\programs\python\python36\lib\site-packages\numpy\lib\npyio.py in loadtxt(fname, dtype, comments, delimiter, converters, skiprows, usecols, unpack, ndmin, encoding, max_rows)    979             fname = os_fspath(fname)    980         if _is_string_like(fname):--> 981             fh = np.lib._datasource.open(fname, 'rt', encoding=encoding)    982             fencoding = getattr(fh, 'encoding', 'latin1')    983             fh = iter(fh)c:\users\admin\appdata\local\programs\python\python36\lib\site-packages\numpy\lib\_datasource.py in open(path, mode, destpath, encoding, newline)    267    268     ds = datasource(destpath)--> 269     return ds.open(path, mode, encoding=encoding, newline=newline)    270    271c:\users\admin\appdata\local\programs\python\python36\lib\site-packages\numpy\lib\_datasource.py in open(self, path, mode, encoding, newline)    621                                       encoding=encoding, newline=newline)    622         else:--> 623             raise ioerror(""%s not found."" % path)    624    625oserror: company-a-dat.txt not found.in [52]: year,profit=loadtxt('company-a-data.txt')---------------------------------------------------------------------------oserror                                   traceback (most recent call last)<ipython-input-52-b48e6119614d> in <module>----> 1 year,profit=loadtxt('company-a-data.txt')c:\users\admin\appdata\local\programs\python\python36\lib\site-packages\numpy\lib\npyio.py in loadtxt(fname, dtype, comments, delimiter, converters, skiprows, usecols, unpack, ndmin, encoding, max_rows)    979             fname = os_fspath(fname)    980         if _is_string_like(fname):--> 981             fh = np.lib._datasource.open(fname, 'rt', encoding=encoding)    982             fencoding = getattr(fh, 'encoding', 'latin1')    983             fh = iter(fh)c:\users\admin\appdata\local\programs\python\python36\lib\site-packages\numpy\lib\_datasource.py in open(path, mode, destpath, encoding, newline)    267    268     ds = datasource(destpath)--> 269     return ds.open(path, mode, encoding=encoding, newline=newline)    270    271c:\users\admin\appdata\local\programs\python\python36\lib\site-packages\numpy\lib\_datasource.py in open(self, path, mode, encoding, newline)    621                                       encoding=encoding, newline=newline)    622         else:--> 623             raise ioerror(""%s not found."" % path)    624    625oserror: company-a-data.txt not found.in [53]: year,profit=loadtxt('company-a-data.txt',unpack=true)---------------------------------------------------------------------------nameerror                                 traceback (most recent call last)<ipython-input-53-de6020824536> in <module>----> 1 year,profit=loadtxt('company-a-data.txt',unpack=true)nameerror: name 'true' is not definedin [54]: year,profit=loadtxt('company-a-data.txt',unpack=true)---------------------------------------------------------------------------oserror                                   traceback (most recent call last)<ipython-input-54-070812f8b62f> in <module>----> 1 year,profit=loadtxt('company-a-data.txt',unpack=true)c:\users\admin\appdata\local\programs\python\python36\lib\site-packages\numpy\lib\npyio.py in loadtxt(fname, dtype, comments, delimiter, converters, skiprows, usecols, unpack, ndmin, encoding, max_rows)    979             fname = os_fspath(fname)    980         if _is_string_like(fname):--> 981             fh = np.lib._datasource.open(fname, 'rt', encoding=encoding)    982             fencoding = getattr(fh, 'encoding', 'latin1')    983             fh = iter(fh)c:\users\admin\appdata\local\programs\python\python36\lib\site-packages\numpy\lib\_datasource.py in open(path, mode, destpath, encoding, newline)    267    268     ds = datasource(destpath)--> 269     return ds.open(path, mode, encoding=encoding, newline=newline)    270    271c:\users\admin\appdata\local\programs\python\python36\lib\site-packages\numpy\lib\_datasource.py in open(self, path, mode, encoding, newline)    621                                       encoding=encoding, newline=newline)    622         else:--> 623             raise ioerror(""%s not found."" % path)    624    625oserror: company-a-data.txt not found.in [55]:",the file company-a-data.txt should be in the directory you are running python. or should know the path of where the file is present. if you are on windows use !type <filename> instead of cat. cat  is a linux command.,Python-3.4.3,Other-Types-Of-Plots,"python, ipython, pylab, scatter plot, loglog plot, video tutorial"
6293,2732.0,loglog(),sir/mamthe graph is a straight line due to non linear scaling.what does it really mean? i can't understand it.,plotting the log values of all x values for log values of all corresponding y values of a non linear equation will give you a straight line graph. ,Python-3.4.3,Other-Types-Of-Plots,"python, ipython, pylab, scatter plot, loglog plot, video tutorial"
6294,2778.0,end video question,"why is the answer false? is color=""b"" and color = ""blue"" different things?","yes. they both are different things. color variable is initialized two times with different values one with ""b"" and another with ""blue"".",Python-3.4.3,Other-Types-Of-Plots,"python, ipython, pylab, scatter plot, loglog plot, video tutorial"
6295,2778.0,end video question,"why is the answer false? is color=""b"" and color = ""blue"" different things?",but deosnt 'b' represent blue?,Python-3.4.3,Other-Types-Of-Plots,"python, ipython, pylab, scatter plot, loglog plot, video tutorial"
6296,2857.0,scatter plot,how the change the shape of markers in scatter plot.,"you can change the shape and the size of the marker by adding the marker =  and the markersize = keyword arguments in the plot function;plt.plot([1,2,3], marker='+', markersize=4.2)seehttps://matplotlib.org/3.1.1/api/markers_api.html for all possible shapes",Python-3.4.3,Other-Types-Of-Plots,"python, ipython, pylab, scatter plot, loglog plot, video tutorial"
6357,2365.0,doubt,can you explain how to find frobenius?,"it seems it is possible, i hope that the following documentation will help you;https://www.w3resource.com/python-exercises/numpy/linear-algebra/numpy-linear-algebra-exercise-19.php",Python-3.4.3,Advanced-Matrix-Operations,"python, ipython, array, matrix, matrices, norm, inverse, infinity norm, svd, video tutorial, spoken tutorial"
6358,2366.0,svd,explain the uses of u and v_conjugate functions in svd. ,"u in an m x m , real or complex unitary matrixv is the conjugate of a n x n real or complex unitary matrix you can read more about svd and how the values are calculated here - https://en.wikipedia.org/wiki/singular_value_decomposition",Python-3.4.3,Advanced-Matrix-Operations,"python, ipython, array, matrix, matrices, norm, inverse, infinity norm, svd, video tutorial, spoken tutorial"
6359,2367.0,u in svd,could you please explain what is u and how it is calculated?,"u in an m x m , real or complex unitary matrix you can read more about svd and how the values are calculated here - https://en.wikipedia.org/wiki/singular_value_decomposition",Python-3.4.3,Advanced-Matrix-Operations,"python, ipython, array, matrix, matrices, norm, inverse, infinity norm, svd, video tutorial, spoken tutorial"
6360,2369.0,error in code,"to practice i had created another matrix find its inverse and check whether its multiplication with it's inverse is giving an identity matrix or not. as you had said that multiplication with it's inverse gives an identity matrix so the result of allclose function has to be true but i am getting false. i am sharing the code please tell me where the mistake is?#calculating determinant of a matrixfrom numpy.linalg import detm=asmatrix(arange(1,10).reshape(3,3))print(m)print(det(m))[[1 2 3] [4 5 6] [7 8 9]] 6.66133814775094e-16from numpy.linalg import inv print(m) im=inv(m) print(im)[[1 2 3] [4 5 6] [7 8 9]] [[-4.50359963e+15 9.00719925e+15 -4.50359963e+15] [ 9.00719925e+15 -1.80143985e+16 9.00719925e+15] [-4.50359963e+15 9.00719925e+15 -4.50359963e+15]]#to check whether multiplication of a matrix with it's inverse matrix gives identity matrix or not from numpy import eye,allclose print(asmatrix(eye(3))) rs=im*m rs.shape print(rs) allclose(rs,asmatrix(eye(3)))[[1. 0. 0.] [0. 1. 0.] [0. 0. 1.]] [[ 12. 8. 8.] [-16. -8. 0.] [ 4. 0. 0.]]  out[118]: false","m4 = asmatrix([[2,-3,1], [2,0,-1], [1,4,5]]) #normal 3x3 matrix im4 = inv(m4) #inverse of the matrix m4 print(allclose(im4*m4, asmatrix(eye(3)))) #eye(3) is a 3x3 identity matrix and allclose checks whether both are same or not.",Python-3.4.3,Advanced-Matrix-Operations,"python, ipython, array, matrix, matrices, norm, inverse, infinity norm, svd, video tutorial, spoken tutorial"
6419,2498.0,pring,print('the value of x is %3.2f' %x)what does 3 represent,"the 3 represents the length of the complete formatted string, in case the length of the value of x is less than 3 it will be padded with empty spaces.",Python-3.4.3,Input-output,"python, ipython, print(), input(), display prompt, video tutorial"
6420,3117.0,format specifiers,why do we use %3.2f and %2.1f? can we use any other value apart from these? i do understand that the value after the decimal represents the number of places to be displayed after the decimal point. but what is the use of 3 and 2??,in %3.2f a number will be formatted in such a way that the number contains 3 digits (in total) and 2 decimal places after the decimal point.,Python-3.4.3,Input-output,"python, ipython, print(), input(), display prompt, video tutorial"
6464,2814.0,modules,why do we use numpy.pi  or plt.plot instead of just pi or plot?,when you type ipython --pylab you get all the functions preloaded in the ipython terminal.in case of modules i.e. the python script you need to import the functions beacuse unlike ipython the module file does no load the modules automatically.if you still do not want to import and run the code then type1. ipython --pylab in the windows command prompt/linux terminal.2. %run -i filename.py inside ipython terminal.this won't throw any error even if you use just pi or plot because the modules are already loaded in the ipython terminal.but if you try to run the file as python filename.py then it will throw error saying function not found etc. in order to avoid errors you need to import the functions before the code.,Python-3.4.3,Using-Python-Modules,"python, ipython, scripts, plot, import, modules, video tutorial"
6465,3070.0,opening python scripts/files on windows,"script 'hello.py' is saved in system32 directory, even then i am unable to read it.please suggest the way out.https://drive.google.com/file/d/1cp9z4zhqvkluqdax4eruwhxcfwthtiig/view?usp=sharingthe above link gives the screenshot of my laptop screen.as most of the learners are using windows os, my humble request is to place alternative videos for windowsos.","the file will be saved in the current working directory which your interpreter is pointing to. you can find which directory your interpreter is pointing to by using the command %pwd you can also change directories by using the command %cd /new/path/directory and then save filesplease change the directory to a drive and folder which you have permissions on, generally users do not have permission to read or write from the system32 folder",Python-3.4.3,Using-Python-Modules,"python, ipython, scripts, plot, import, modules, video tutorial"
6466,3186.0,error found while running the command??,while running the command 'python3 four_plot.py' it is showing module not found and also no module called numpy? even though i made the required changes shown in the script it is still showing an error,"please install numpy package using pip install numpyhave you saved the four_plot.py script first, please check the path of the file four_plot.py",Python-3.4.3,Using-Python-Modules,"python, ipython, scripts, plot, import, modules, video tutorial"
6506,2997.0,how to enter list l1,i am not able to write l1and not getting these 3 dots...,can you please paste the screenshot in a service such as imgur and paste the link here since i am unable to see the image,Python-3.4.3,Basic-Matrix-Operations,"python, ipython, matrix, matrices, determinant, reshape, arange, asmatrix, eigen values, eigen vectors, transpose of matrix, video tutorial, spoken tutorial"
