,Unnamed: 0,question_id,parsed_title,parsed_body_ques,parsed_body_ans,category,tutorial,keyword,cos
1667,1667,2721.0,matplotlib,what is a module?,any python code or library that can be installed independently and imported into another codebase is called a python module,Python-3.4.3,Saving-plots,"Python, Saving plots using savefig() function and different formats, video tutorial.",0.0
1665,1665,2721.0,matplotlib,what is a module?,any python code or library that can be installed independently and imported into another codebase is called a python module,Python-3.4.3,Saving-plots,"Python, Saving plots using savefig() function and different formats, video tutorial.",0.0
1663,1663,2371.0,how to enter the file name under which to save a figure in python under windows 7,"i am learning python using python version 3.8 installed in my computer running windows 7.  the tutorial at 3m10 seconds states that i should use the function savefig(""c:/users/fossee/desktop/sine.png"") when running python under windows.   would it not be more appropriate to use the command with backslashes instead of forward slashes?    the argument to the function would then read,   savefig(""c:\users\fossee\desktop\sine.png"")?","savefig(""c:\users\fossee\desktop\sine.png"") is correct ",Python-3.4.3,Saving-plots,"Python, Saving plots using savefig() function and different formats, video tutorial.",0.0
1587,1587,18.0,ipython,"in your tutorial 1-3,and  about saving plot like /home/fossee/file_name.png .but if i do same way not get same result . and in 2-1 tutorial it is given for prime no as/cat/home/fossee/primes.txt ,if apply same command on editor like  ipython qtc not working",thanks sir,Python,Saving-plots,"Python, Saving plots using savefig() function and different formats, video tutorial.",0.0
1583,1583,18.0,ipython,"in your tutorial 1-3,and  about saving plot like /home/fossee/file_name.png .but if i do same way not get same result . and in 2-1 tutorial it is given for prime no as/cat/home/fossee/primes.txt ,if apply same command on editor like  ipython qtc not working","1. before plotting you have to define the points first as shown in the tutorial. so, the steps would be:    -->    start ipython by typing ipython -pylab    -->    x = linspace(-3*pi, 3*pi, 100)    -->    plot(x, cos(x))    -->    savefig('h:\cos.png')    this should definitely work.2. to open a file you have to type:     -->    cat <full path of the directory where the file is>     so if it is in your h drive then     -->    cat h:\primes.txtthanks",Python,Saving-plots,"Python, Saving plots using savefig() function and different formats, video tutorial.",0.0
1779,1779,1362.0,linux or windows,"dear sir/ madam, i'm the beginner of python and i want to know which os is best for phython",it doen't matter which os you use. but most beginner programmers start with windows and then eventually move on to linux or mac. ,Python,Getting-started-with-ipython,"Python, Invoke and Quit ipython interpreter, Tab completion, Navigation in the history of ipython, interrupt incomplete commands, video tutorial.",0.0
80,80,1407.0,annotate command not working,"why this command is not working annotate(""local maxima"" xy=(2,-1))?","please ensure that you add the comma as below;annotate(""local maxima"", xy=(2,-1))",Python-3.4.3,Embellishing-a-plot,"Python, Modifying attributes, Adding annotations to the plot, To Set and Get the limits of axes, video tutorial.",0.0
76,76,1404.0,alignment of text in ylabel command,what is the use of this **kwargs parameter i.e .text properties ,**kwargs are used for passing keyworded variable length of arguments to a function. ,Python-3.4.3,Embellishing-a-plot,"Python, Modifying attributes, Adding annotations to the plot, To Set and Get the limits of axes, video tutorial.",0.0
70,70,1393.0,problem in ploting curve,i am using title function and the result is coming only in text not in curve graph,ok sir,Python,Embellishing-a-plot,"Python, Modifying attributes, Adding annotations to the plot, To Set and Get the limits of axes, video tutorial.",0.0
68,68,1393.0,problem in ploting curve,i am using title function and the result is coming only in text not in curve graph,ok sir,Python,Embellishing-a-plot,"Python, Modifying attributes, Adding annotations to the plot, To Set and Get the limits of axes, video tutorial.",0.0
66,66,1393.0,problem in ploting curve,i am using title function and the result is coming only in text not in curve graph,title() is used to set the title of the entire plot and not just the graph. ,Python,Embellishing-a-plot,"Python, Modifying attributes, Adding annotations to the plot, To Set and Get the limits of axes, video tutorial.",0.0
64,64,1393.0,problem in ploting curve,i am using title function and the result is coming only in text not in curve graph,title() is used to set the title of the entire plot and not just the graph. ,Python,Embellishing-a-plot,"Python, Modifying attributes, Adding annotations to the plot, To Set and Get the limits of axes, video tutorial.",0.0
50,50,1385.0,not able to execute the command,"i tried ececuting this command as it is plot(x,-x*x+4*x-5,'r',linewidth=2)the following is the error i am getting<ipython-input-4-3899d2773deb> in <module>----> 1 plot(x,-x*x+4*x-5,'r',linewidth=2)typeerror: bad operand type for unary -: 'tuple'",please check the value of x and then try again.,Python,Embellishing-a-plot,"Python, Modifying attributes, Adding annotations to the plot, To Set and Get the limits of axes, video tutorial.",0.0
48,48,1385.0,not able to execute the command,"i tried ececuting this command as it is plot(x,-x*x+4*x-5,'r',linewidth=2)the following is the error i am getting<ipython-input-4-3899d2773deb> in <module>----> 1 plot(x,-x*x+4*x-5,'r',linewidth=2)typeerror: bad operand type for unary -: 'tuple'",please check the value of x and then try again.,Python,Embellishing-a-plot,"Python, Modifying attributes, Adding annotations to the plot, To Set and Get the limits of axes, video tutorial.",0.0
46,46,1384.0,annotate,what do you mean by annotate?,"annotate: creates an annotation; a piece of text referring to a data point.refer to the example below to understand it better. example:label_x = 1
label_y = 4
arrow_x = 3
arrow_y = 4arrow_properties = dict(
    facecolor=""black"", width=0.5,
    headwidth=4, shrink=0.1)plt.annotate(
""maximum"", xy=(arrow_x, arrow_y),
    xytext=(label_x, label_y),
    arrowprops=arrow_properties)",Python,Embellishing-a-plot,"Python, Modifying attributes, Adding annotations to the plot, To Set and Get the limits of axes, video tutorial.",0.0
44,44,1384.0,annotate,what do you mean by annotate?,"annotate: creates an annotation; a piece of text referring to a data point.refer to the example below to understand it better. example:label_x = 1
label_y = 4
arrow_x = 3
arrow_y = 4arrow_properties = dict(
    facecolor=""black"", width=0.5,
    headwidth=4, shrink=0.1)plt.annotate(
""maximum"", xy=(arrow_x, arrow_y),
    xytext=(label_x, label_y),
    arrowprops=arrow_properties)",Python,Embellishing-a-plot,"Python, Modifying attributes, Adding annotations to the plot, To Set and Get the limits of axes, video tutorial.",0.0
